risk_id,loan_id,customer_id,risk_grade,pd,lgd,ead,ecl,risk_weight,rwa,provision_amount,assessment_date_id,basel_category
RISK00214,LOAN00214,CUST0296,AAA,0.0169,0.5394,333250.28,3037.86,1.367,249690.99,3141.16,20250314,Retail
RISK00215,LOAN00215,CUST0913,AAA,0.0427,0.4779,7357.83,150.15,1.4125,9353.72,135.25,20250523,SME
RISK00216,LOAN00216,CUST0465,AAA,0.0669,0.6874,129443.22,5952.71,1.2884,101760.14,6342.72,20250319,Retail
RISK00217,LOAN00217,CUST0763,A,0.2339,0.3296,102158.62,7875.76,1.4851,94815.13,7240.34,20250528,Sovereign
RISK00218,LOAN00218,CUST0914,AAA,0.0626,0.6797,239089.44,10173.07,0.4282,143544.66,11161.62,20250408,Retail
RISK00219,LOAN00219,CUST0252,AAA,0.0734,0.413,307617.72,9325.19,1.2388,381982.18,9381.67,20241029,Retail
RISK00220,LOAN00220,CUST0897,AA,0.1705,0.5752,1678.89,164.65,1.4476,1511.92,166.24,20250201,SME
RISK00221,LOAN00221,CUST0647,B,0.5875,0.5672,174440.68,58128.87,0.3846,257589.99,57498.13,20250309,Retail
RISK00222,LOAN00222,CUST0646,B,0.5755,0.4149,158339.52,37807.51,0.7771,170229.09,35526.14,20240928,SME
RISK00223,LOAN00223,CUST0334,AAA,0.0128,0.6529,39438.24,329.59,1.1339,50238.96,341.91,20240919,Sovereign
RISK00224,LOAN00224,CUST0885,B,0.5783,0.3243,229100.0,42966.03,0.4753,49298.94,45900.15,20250411,Retail
RISK00225,LOAN00225,CUST0268,AAA,0.034,0.6274,290101.75,6188.33,0.8048,325286.15,6587.56,20250410,SME
RISK00226,LOAN00226,CUST0420,AA,0.1996,0.542,216060.45,23374.11,1.1518,283024.97,25130.59,20250216,Corporate
RISK00227,LOAN00227,CUST0740,BBB,0.3397,0.3197,1495.06,162.37,0.5731,422.43,151.96,20240709,SME
RISK00228,LOAN00228,CUST0549,CCC,0.6998,0.3862,134737.12,36414.43,1.3236,116157.47,37448.67,20240514,Corporate
RISK00229,LOAN00229,CUST0963,AAA,0.0301,0.392,114859.14,1355.25,0.6305,138639.13,1476.82,20240620,Retail
RISK00230,LOAN00230,CUST0254,AA,0.1937,0.334,177167.93,11462.02,1.3214,140287.53,11808.33,20240709,Sovereign
RISK00231,LOAN00231,CUST0740,AAA,0.0831,0.6437,268384.72,14356.29,1.0055,184858.08,14066.0,20241008,Retail
RISK00232,LOAN00232,CUST0436,A,0.2138,0.4165,126049.34,11224.4,1.2662,162155.39,10213.57,20240517,Corporate
RISK00233,LOAN00233,CUST0991,AAA,0.0728,0.6806,98011.44,4856.24,1.1203,54201.74,4971.19,20240618,Retail
RISK00234,LOAN00234,CUST0732,AAA,0.0311,0.3575,189062.27,2102.04,1.0589,192372.38,2249.63,20240124,Corporate
RISK00235,LOAN00235,CUST0086,AAA,0.0523,0.6359,54243.37,1804.0,1.1026,71134.5,1966.06,20240107,SME
RISK00236,LOAN00236,CUST0061,A,0.2265,0.6486,114606.69,16836.63,1.3727,96758.56,17252.28,20241123,Retail
RISK00237,LOAN00237,CUST0215,AAA,0.0555,0.5959,18941.46,626.44,0.9933,13517.57,608.76,20241028,SME
RISK00238,LOAN00238,CUST0944,AAA,0.087,0.3455,140293.94,4217.03,0.6306,196059.07,4117.79,20250515,Sovereign
RISK00239,LOAN00239,CUST0508,AAA,0.0996,0.588,93615.14,5482.55,0.7668,92798.74,6008.75,20240229,Corporate
RISK00240,LOAN00240,CUST0278,AAA,0.0614,0.5858,297450.79,10698.75,0.3918,144480.23,11131.21,20241101,Retail
RISK00241,LOAN00241,CUST0258,CCC,0.6831,0.586,19506.35,7808.33,0.9517,25993.28,7057.14,20240411,SME
RISK00242,LOAN00242,CUST0326,AAA,0.0538,0.4324,213337.87,4962.9,1.1072,200382.47,5155.84,20240731,SME
RISK00243,LOAN00243,CUST0480,AAA,0.0284,0.6646,113997.68,2151.67,0.5481,109759.66,2182.38,20240628,Retail
RISK00244,LOAN00244,CUST0747,AA,0.1744,0.361,72630.27,4572.69,1.3534,67174.67,4643.38,20240910,Sovereign
RISK00245,LOAN00245,CUST0287,AAA,0.0853,0.5419,8780.78,405.88,1.1888,8505.86,390.93,20240827,Sovereign
RISK00246,LOAN00246,CUST0755,AAA,0.0146,0.3659,72888.41,389.38,0.7473,53136.04,370.64,20240723,Sovereign
RISK00247,LOAN00247,CUST0332,AAA,0.056,0.4509,38703.8,977.29,1.3176,30535.03,1045.67,20241120,Sovereign
RISK00248,LOAN00248,CUST0486,D,0.95,0.6334,56641.28,34082.76,1.1038,50769.33,34561.2,20250523,Retail
RISK00249,LOAN00249,CUST0861,B,0.5652,0.3712,5970.07,1252.53,0.4535,5298.87,1162.42,20250204,Corporate
RISK00250,LOAN00250,CUST0876,CCC,0.6858,0.4497,55531.55,17126.17,1.1675,44751.75,17195.64,20240620,Corporate
RISK00251,LOAN00251,CUST0011,CC,0.7582,0.5011,127842.77,48571.82,1.0753,148960.81,51503.01,20241002,SME
RISK00252,LOAN00252,CUST0280,AAA,0.0572,0.3122,82217.8,1468.23,0.9274,64504.12,1532.59,20241115,Sovereign
RISK00253,LOAN00253,CUST0483,BBB,0.3372,0.3115,19869.32,2087.03,1.4527,19473.49,2262.77,20240524,SME
RISK00254,LOAN00254,CUST0157,AA,0.1729,0.339,31807.5,1864.34,1.1608,13897.35,1696.2,20241018,Retail
RISK00255,LOAN00255,CUST0874,AAA,0.0906,0.5347,16071.8,778.58,1.012,10560.54,724.02,20240509,Retail
RISK00256,LOAN00256,CUST0529,BBB,0.3835,0.5916,170910.82,38776.01,0.4979,198979.86,35169.0,20240102,Corporate
RISK00257,LOAN00257,CUST0455,B,0.5941,0.4245,73813.7,18615.48,0.6447,37331.8,18121.07,20240912,SME
RISK00258,LOAN00258,CUST0121,CCC,0.6849,0.3346,123540.08,28311.38,1.4079,156429.7,27986.08,20240410,Corporate
RISK00259,LOAN00259,CUST0642,B,0.5943,0.4231,131233.54,32998.45,0.539,125382.13,32888.22,20250524,Corporate
RISK00260,LOAN00260,CUST0966,AAA,0.0226,0.3753,69562.29,590.01,0.7624,46298.7,568.33,20250108,Retail
RISK00261,LOAN00261,CUST0182,BBB,0.3856,0.6318,21861.75,5326.01,1.4292,23939.42,5345.87,20240830,Retail
RISK00262,LOAN00262,CUST0175,AAA,0.0682,0.4155,137553.6,3897.87,0.5896,80275.39,4016.75,20241105,Corporate
RISK00263,LOAN00263,CUST0992,AAA,0.0517,0.5524,32318.49,922.99,0.5579,17606.77,897.12,20240610,Retail
RISK00264,LOAN00264,CUST0479,AAA,0.0901,0.3635,243040.21,7959.89,0.4961,139690.15,7230.69,20241227,Corporate
RISK00265,LOAN00265,CUST0345,AAA,0.0594,0.5778,109496.26,3758.06,1.2185,57024.36,3871.68,20250118,SME
RISK00266,LOAN00266,CUST0485,D,0.95,0.6053,106352.38,61156.34,1.4775,130447.66,61595.69,20240708,Sovereign
RISK00267,LOAN00267,CUST0520,AAA,0.0301,0.5387,209571.84,3398.18,1.0314,129184.49,3499.56,20241103,SME
RISK00268,LOAN00268,CUST0537,AAA,0.0801,0.4835,63238.55,2449.12,0.892,80246.09,2297.01,20241207,Corporate
RISK00269,LOAN00269,CUST0001,AAA,0.0154,0.5221,87993.61,707.5,0.3154,86670.52,701.38,20241207,Sovereign
RISK00270,LOAN00270,CUST0006,CC,0.7335,0.6325,21046.25,9764.17,1.3116,17707.78,8835.23,20240626,SME
RISK00271,LOAN00271,CUST0782,B,0.582,0.5921,47989.59,16537.32,0.5661,62708.07,15135.96,20241022,Corporate
RISK00272,LOAN00272,CUST0404,B,0.5178,0.3941,22575.16,4606.8,0.4329,5930.7,4821.9,20241004,Retail
RISK00273,LOAN00273,CUST0514,AAA,0.0302,0.3371,27794.57,282.96,1.4276,37842.21,263.95,20240417,Sovereign
RISK00274,LOAN00274,CUST0185,D,0.95,0.3654,67986.28,23600.08,1.24,59661.57,23309.14,20241114,SME
RISK00275,LOAN00275,CUST0855,BBB,0.3346,0.4276,28795.44,4119.91,0.3001,18896.64,4302.0,20250109,Sovereign
RISK00276,LOAN00276,CUST0394,AAA,0.0634,0.5415,126947.4,4358.24,0.9251,150680.58,4407.71,20250204,Retail
RISK00277,LOAN00277,CUST0462,AAA,0.076,0.6481,149747.05,7375.88,1.4889,122510.64,7426.05,20240710,Sovereign
RISK00278,LOAN00278,CUST0008,AAA,0.0282,0.3486,16254.67,159.79,0.7987,11007.72,152.93,20240611,Corporate
RISK00279,LOAN00279,CUST0376,AAA,0.0293,0.4668,70141.05,959.34,1.305,29582.89,957.05,20240708,Retail
RISK00280,LOAN00280,CUST0305,AAA,0.0126,0.3579,6890.31,31.07,1.0963,2195.85,28.95,20250110,SME
RISK00281,LOAN00281,CUST0915,AAA,0.01,0.5437,82718.83,449.74,1.1929,56861.81,455.41,20241113,Corporate
RISK00282,LOAN00282,CUST0832,AAA,0.0184,0.5987,5794.0,63.83,0.6467,4066.88,67.27,20250402,SME
RISK00283,LOAN00283,CUST0761,AAA,0.0854,0.3975,168118.67,5707.04,0.3337,183993.39,5906.07,20240704,Retail
RISK00284,LOAN00284,CUST0384,AAA,0.01,0.4595,7578.09,34.82,0.5215,4650.99,37.81,20240421,Sovereign
RISK00285,LOAN00285,CUST0292,AAA,0.0976,0.4273,28048.72,1169.76,0.8161,21727.01,1265.92,20250522,Sovereign
RISK00286,LOAN00286,CUST0019,AAA,0.0329,0.4556,62427.48,935.74,1.3355,26799.31,959.88,20240624,Retail
RISK00287,LOAN00287,CUST0013,AAA,0.017,0.456,51368.0,398.2,0.4277,32447.88,420.37,20241108,Corporate
RISK00288,LOAN00288,CUST0677,AAA,0.0751,0.4806,192027.34,6930.85,0.5149,191030.63,6562.5,20240930,Sovereign
RISK00289,LOAN00289,CUST0160,AAA,0.0556,0.4963,87170.73,2405.41,0.6312,48157.19,2263.97,20241013,Retail
RISK00290,LOAN00290,CUST0944,AAA,0.0289,0.646,250049.88,4668.28,0.3631,208554.21,4928.22,20240117,Sovereign
RISK00291,LOAN00291,CUST0753,AAA,0.0106,0.6539,7019.87,48.66,1.0272,8187.71,44.0,20240524,Corporate
RISK00292,LOAN00292,CUST0781,AAA,0.0449,0.6696,141703.17,4260.31,0.7728,46902.96,4308.45,20241211,SME
RISK00293,LOAN00293,CUST0296,A,0.2641,0.4641,297650.19,36482.63,0.3945,391434.04,33226.24,20241227,Retail
RISK00294,LOAN00294,CUST0634,AAA,0.061,0.3666,43765.93,978.72,1.1041,17933.4,960.12,20250322,Corporate
RISK00295,LOAN00295,CUST0701,AAA,0.0913,0.4831,56437.11,2489.27,0.8235,14016.14,2645.74,20250214,SME
RISK00296,LOAN00296,CUST0246,AAA,0.0603,0.6959,142127.83,5964.08,1.2397,59413.21,6067.39,20250108,Sovereign
RISK00297,LOAN00297,CUST0997,AA,0.1737,0.5994,282780.85,29441.95,1.2268,253838.48,31235.03,20240306,Retail
RISK00298,LOAN00298,CUST0417,AAA,0.0607,0.6957,28372.21,1198.13,0.3387,10856.14,1096.85,20250405,SME
RISK00299,LOAN00299,CUST0450,AAA,0.0512,0.5599,12067.77,345.95,1.3342,9131.64,330.07,20240313,Retail
RISK00300,LOAN00300,CUST0128,AAA,0.034,0.6652,54921.36,1242.15,0.7877,20715.37,1319.63,20250309,Sovereign
RISK00301,LOAN00301,CUST0216,BBB,0.3676,0.5757,81406.15,17227.77,0.2211,71391.67,17462.27,20240505,Corporate
RISK00302,LOAN00302,CUST0462,AAA,0.0564,0.5855,236109.91,7796.87,1.3031,199091.99,7831.56,20250504,Retail
RISK00303,LOAN00303,CUST0734,BBB,0.3462,0.543,146854.5,27606.68,0.8899,73475.74,29313.88,20240317,Corporate
RISK00304,LOAN00304,CUST0264,A,0.2412,0.6984,261072.94,43978.8,1.1241,204675.56,40925.3,20240214,Corporate
RISK00305,LOAN00305,CUST0634,B,0.5485,0.3676,22324.02,4501.16,1.117,26152.08,4662.43,20240425,Sovereign
RISK00306,LOAN00306,CUST0180,AAA,0.0778,0.6157,225911.13,10821.47,1.3032,68746.3,10416.03,20240204,Sovereign
RISK00307,LOAN00307,CUST0366,A,0.203,0.3131,114950.96,7306.2,1.4174,93393.09,6976.68,20240309,SME
RISK00308,LOAN00308,CUST0975,AAA,0.0447,0.5092,5404.78,123.02,1.3793,6026.85,115.24,20240414,Retail
RISK00309,LOAN00309,CUST0817,A,0.2219,0.3365,77882.16,5815.41,1.1097,84338.42,6135.48,20250106,SME
RISK00310,LOAN00310,CUST0851,AAA,0.0537,0.6126,107721.08,3543.66,0.8684,143815.93,3243.91,20240125,Sovereign
RISK00311,LOAN00311,CUST0650,AAA,0.03,0.3038,39119.99,356.54,0.3952,12146.43,357.46,20250528,Retail
RISK00312,LOAN00312,CUST0927,AAA,0.0755,0.5405,36726.51,1498.73,0.7366,35569.99,1359.71,20250119,Corporate
RISK00313,LOAN00313,CUST0181,AAA,0.0678,0.5012,133400.16,4533.12,1.167,84387.66,4734.84,20250527,Corporate
RISK00314,LOAN00314,CUST0115,AAA,0.0673,0.3378,62782.99,1427.3,1.0067,29441.08,1562.96,20250307,Retail
RISK00315,LOAN00315,CUST0351,AAA,0.053,0.3412,54346.17,982.77,1.3562,53527.53,998.66,20240425,Sovereign
RISK00316,LOAN00316,CUST0625,B,0.561,0.3629,48874.91,9950.29,0.707,34300.25,9635.21,20240226,SME
RISK00317,LOAN00317,CUST0486,CC,0.7501,0.4483,2897.9,974.48,0.7258,1116.02,940.86,20241210,SME
RISK00318,LOAN00318,CUST0745,AAA,0.01,0.4635,88846.7,411.8,0.4556,120440.91,452.2,20240222,Retail
RISK00319,LOAN00319,CUST0144,AAA,0.01,0.471,10888.46,51.28,0.5473,10224.9,51.35,20250210,SME
RISK00320,LOAN00320,CUST0572,AAA,0.0325,0.4919,162974.81,2605.44,0.9137,52608.01,2472.16,20250429,Sovereign
RISK00321,LOAN00321,CUST0482,D,0.95,0.3237,148184.73,45569.03,1.2528,123958.7,48643.43,20241229,Retail
RISK00322,LOAN00322,CUST0351,AA,0.1991,0.6101,55159.98,6700.33,0.5672,11483.77,7348.55,20240716,SME
RISK00323,LOAN00323,CUST0156,AAA,0.0261,0.5124,136765.09,1829.05,0.6538,176292.98,1854.2,20240608,Sovereign
RISK00324,LOAN00324,CUST0023,B,0.5905,0.4783,16297.55,4603.02,0.5543,20190.58,4755.09,20250308,Corporate
RISK00325,LOAN00325,CUST0189,AAA,0.0933,0.3561,24177.0,803.26,1.0682,17700.14,834.64,20241120,SME
RISK00326,LOAN00326,CUST0438,AAA,0.0437,0.3128,361933.17,4947.39,0.6285,282403.21,4865.87,20241203,Sovereign
RISK00327,LOAN00327,CUST0818,AAA,0.0558,0.3449,69473.61,1337.05,0.9189,69418.72,1324.47,20240806,Retail
RISK00328,LOAN00328,CUST0526,AAA,0.0451,0.6522,266618.2,7842.37,0.3987,188699.35,7110.9,20240509,Retail
RISK00329,LOAN00329,CUST0667,A,0.2615,0.6558,26248.97,4501.48,0.8624,38974.51,4384.02,20240208,Sovereign
RISK00330,LOAN00330,CUST0301,B,0.5584,0.6071,6882.7,2333.27,0.5508,8363.51,2559.35,20241208,Sovereign
RISK00331,LOAN00331,CUST0670,BBB,0.3539,0.3726,72979.35,9623.29,0.5013,105024.98,10532.7,20250516,Retail
RISK00332,LOAN00332,CUST0617,CC,0.7325,0.3807,118688.83,33097.89,1.0138,164309.52,33733.15,20240701,Corporate
RISK00333,LOAN00333,CUST0278,CCC,0.6692,0.647,5358.94,2320.27,1.3556,1858.48,2290.99,20240121,SME
RISK00334,LOAN00334,CUST0214,AAA,0.0507,0.5313,96109.37,2588.89,0.8578,132417.82,2502.36,20240118,SME
RISK00335,LOAN00335,CUST0167,AAA,0.0507,0.4912,186458.5,4643.53,1.4783,159555.62,4457.11,20250412,Retail
RISK00336,LOAN00336,CUST0968,CC,0.7503,0.4737,159886.25,56826.31,0.4022,108759.92,54945.99,20241214,Corporate
RISK00337,LOAN00337,CUST0308,D,0.95,0.6589,104511.34,65419.4,0.8652,143414.86,60391.09,20250103,SME
RISK00338,LOAN00338,CUST0868,BBB,0.3395,0.621,7346.97,1548.96,0.9392,8851.06,1557.48,20240407,Retail
RISK00339,LOAN00339,CUST0677,AAA,0.0809,0.5675,139263.88,6393.71,0.5339,159244.78,5893.99,20240217,Sovereign
RISK00340,LOAN00340,CUST0948,CCC,0.6932,0.4284,5721.55,1699.11,0.9919,7033.24,1864.51,20240721,Sovereign
RISK00341,LOAN00341,CUST0340,AAA,0.0525,0.3633,158026.46,3014.08,1.4148,97285.23,2893.12,20240202,SME
RISK00342,LOAN00342,CUST0919,AAA,0.044,0.6428,227228.44,6426.75,0.2228,273573.65,6044.54,20240911,Sovereign
RISK00343,LOAN00343,CUST0001,AAA,0.0716,0.4911,232514.66,8175.86,0.4668,304112.9,7643.66,20240204,Retail
RISK00344,LOAN00344,CUST0873,AAA,0.0404,0.6548,75275.38,1991.33,0.8606,67471.5,2164.13,20240725,SME
RISK00345,LOAN00345,CUST0232,AAA,0.0267,0.6598,47213.34,831.74,0.7231,51245.94,902.59,20250217,Sovereign
RISK00346,LOAN00346,CUST0384,AAA,0.0143,0.3136,53607.79,240.4,0.6784,57800.98,236.75,20240521,Retail
RISK00347,LOAN00347,CUST0166,B,0.5971,0.4623,147624.96,40750.3,0.3681,218817.39,39770.28,20250123,SME
RISK00348,LOAN00348,CUST0465,CC,0.7004,0.657,65395.28,30092.48,0.874,14103.19,30946.37,20240915,Retail
RISK00349,LOAN00349,CUST0827,AAA,0.0365,0.5569,18208.92,370.13,0.7287,23733.15,373.95,20241112,Retail
RISK00350,LOAN00350,CUST0130,AAA,0.0553,0.6758,210807.49,7878.24,1.4218,137287.05,8490.49,20240428,Retail
RISK00351,LOAN00351,CUST0996,B,0.5222,0.3067,165590.28,26520.73,0.7636,218832.32,28941.62,20240719,Corporate
RISK00352,LOAN00352,CUST0363,AAA,0.0947,0.5123,252201.89,12235.53,0.3321,202528.46,13296.08,20240819,Retail
RISK00353,LOAN00353,CUST0103,D,0.95,0.3809,85638.2,30988.61,1.3362,96332.49,31030.4,20240904,Sovereign
RISK00354,LOAN00354,CUST0993,AAA,0.03,0.3299,20778.2,205.64,0.8411,22862.21,197.41,20240710,SME
RISK00355,LOAN00355,CUST0685,AAA,0.0972,0.6906,108525.93,7284.95,1.1289,150824.31,6733.78,20241216,Corporate
RISK00356,LOAN00356,CUST0401,AAA,0.014,0.4606,20906.53,134.81,0.9594,10646.33,132.58,20250108,Sovereign
RISK00357,LOAN00357,CUST0600,AAA,0.0103,0.5514,34645.33,196.77,0.996,38355.46,200.71,20241108,Retail
RISK00358,LOAN00358,CUST0677,D,0.95,0.4366,195722.59,81179.86,0.6062,288702.41,81655.98,20240811,Sovereign
RISK00359,LOAN00359,CUST0042,A,0.2532,0.4949,20417.91,2558.54,0.6732,26255.71,2744.67,20241221,SME
RISK00360,LOAN00360,CUST0536,A,0.2503,0.6853,309851.97,53149.09,1.3829,179500.2,54040.85,20240114,Corporate
RISK00361,LOAN00361,CUST0654,AAA,0.0836,0.6932,18729.36,1085.39,1.3727,24851.62,1030.17,20240604,Retail
RISK00362,LOAN00362,CUST0104,D,0.95,0.4951,12359.86,5813.4,0.4247,9235.93,5461.75,20240831,Corporate
RISK00363,LOAN00363,CUST0580,AAA,0.0954,0.5303,392727.64,19868.33,0.8677,172173.21,20382.65,20240805,SME
RISK00364,LOAN00364,CUST0783,AA,0.1707,0.5588,132343.97,12623.92,0.5017,129847.46,11671.98,20250328,Corporate
RISK00365,LOAN00365,CUST0472,BB,0.4002,0.3103,3137.0,389.56,1.1911,4033.83,386.54,20241108,SME
RISK00366,LOAN00366,CUST0025,B,0.5359,0.5732,98741.74,30331.28,0.8775,129607.81,30637.07,20240630,SME
RISK00367,LOAN00367,CUST0989,AAA,0.0209,0.6083,4360.05,55.43,0.8168,2408.86,52.22,20240423,Sovereign
RISK00368,LOAN00368,CUST0330,AAA,0.074,0.6345,95789.78,4497.62,0.5636,85842.18,4407.14,20240310,Retail
RISK00369,LOAN00369,CUST0849,BBB,0.3535,0.6424,114052.78,25900.06,0.6347,129761.47,27815.44,20250515,SME
RISK00370,LOAN00370,CUST0346,AAA,0.0642,0.4185,339573.72,9123.56,1.1194,469742.36,9265.13,20240208,Retail
RISK00371,LOAN00371,CUST0183,A,0.2519,0.3583,21248.9,1917.84,0.8073,5590.02,2023.41,20240816,Retail
RISK00372,LOAN00372,CUST0363,BBB,0.3947,0.6883,7366.9,2001.38,0.6758,6910.18,2142.27,20250527,Sovereign
RISK00373,LOAN00373,CUST0231,AAA,0.0219,0.6501,72143.32,1027.12,0.2079,52518.72,1108.2,20240309,SME
RISK00374,LOAN00374,CUST0832,AAA,0.0998,0.3769,35034.5,1317.81,0.9845,50635.71,1388.08,20250121,Corporate
RISK00375,LOAN00375,CUST0532,D,0.95,0.4054,268169.31,103280.05,0.2592,287323.12,95189.31,20250224,Retail
RISK00376,LOAN00376,CUST0922,BB,0.4036,0.6182,140130.1,34963.23,1.423,78981.95,34154.33,20250131,Retail
RISK00377,LOAN00377,CUST0099,AAA,0.0976,0.6284,34483.18,2114.92,1.0622,17931.56,2210.8,20250515,Sovereign
RISK00378,LOAN00378,CUST0276,D,0.95,0.524,53282.06,26523.81,1.4159,66469.49,28960.02,20250326,Corporate
RISK00379,LOAN00379,CUST0059,CC,0.7394,0.5854,18054.98,7815.0,1.1352,25415.65,7820.45,20240329,Sovereign
RISK00380,LOAN00380,CUST0722,AAA,0.0876,0.6785,26363.42,1566.95,0.2488,23667.16,1504.38,20240904,SME
RISK00381,LOAN00381,CUST0553,AAA,0.0614,0.5119,0.0,0.0,0.3081,0.0,0.0,20250312,Corporate
RISK00382,LOAN00382,CUST0751,CC,0.7395,0.4327,246794.38,78969.67,0.8748,351196.96,75587.35,20250411,Sovereign
RISK00383,LOAN00383,CUST0414,AAA,0.0355,0.5829,175649.71,3634.71,1.1218,209904.65,3764.84,20250408,SME
RISK00384,LOAN00384,CUST0512,AAA,0.0524,0.3082,60956.09,984.42,1.3058,29395.68,1069.42,20240212,SME
RISK00385,LOAN00385,CUST0571,AAA,0.08,0.5272,9011.25,380.06,0.4839,3705.28,367.42,20241221,Sovereign
RISK00386,LOAN00386,CUST0072,AA,0.1821,0.4497,111180.9,9104.65,1.0636,132159.08,9753.34,20250512,Sovereign
RISK00387,LOAN00387,CUST0452,B,0.5794,0.3481,381695.15,76983.77,0.9812,518470.19,73995.92,20240702,Retail
RISK00388,LOAN00388,CUST0958,AAA,0.0997,0.668,253474.67,16881.31,0.4084,143145.47,16322.48,20240225,Corporate
RISK00389,LOAN00389,CUST0951,AAA,0.0239,0.627,106994.74,1603.35,1.1309,120825.64,1600.51,20240204,Corporate
RISK00390,LOAN00390,CUST0414,A,0.2421,0.5365,0.0,0.0,1.4354,0.0,0.0,20240922,Retail
RISK00391,LOAN00391,CUST0094,AA,0.1949,0.3542,123271.92,8509.9,1.3156,102049.02,8575.44,20250601,SME
RISK00392,LOAN00392,CUST0300,AAA,0.0306,0.6969,80184.9,1709.95,0.9659,103185.24,1848.0,20250203,Sovereign
RISK00393,LOAN00393,CUST0790,AAA,0.0314,0.3192,23597.18,236.51,0.8415,25719.64,224.89,20240321,Sovereign
RISK00394,LOAN00394,CUST0990,A,0.2191,0.3713,18305.27,1489.17,0.9613,16913.9,1548.18,20240116,Retail
RISK00395,LOAN00395,CUST0716,AAA,0.0207,0.5562,156790.62,1805.18,0.6735,163377.77,1825.58,20241130,Retail
RISK00396,LOAN00396,CUST0945,CCC,0.6997,0.3708,310899.64,80662.53,0.204,90657.72,74242.44,20241004,Corporate
RISK00397,LOAN00397,CUST0234,AAA,0.068,0.5841,18997.04,754.54,0.6682,8360.03,721.07,20241118,Retail
RISK00398,LOAN00398,CUST0318,AAA,0.0817,0.4953,25240.04,1021.36,0.831,15964.42,1034.31,20240312,Retail
RISK00399,LOAN00399,CUST0642,AAA,0.0489,0.3733,58553.73,1068.86,1.0204,39604.89,1038.54,20240420,SME
RISK00400,LOAN00400,CUST0967,AAA,0.0823,0.6536,12518.56,673.39,1.3865,4962.36,612.98,20250524,SME
RISK00401,LOAN00401,CUST0569,AAA,0.0184,0.605,37763.8,420.39,1.4564,44901.59,386.94,20250331,Sovereign
RISK00402,LOAN00402,CUST0248,A,0.217,0.6898,20398.13,3053.33,0.731,27452.56,2937.84,20240208,Retail
RISK00403,LOAN00403,CUST0743,AAA,0.0644,0.4565,7664.65,225.33,0.7776,1840.13,246.05,20240605,SME
RISK00404,LOAN00404,CUST0299,AAA,0.0843,0.5407,11505.52,524.43,1.2201,14578.35,561.57,20250114,Sovereign
RISK00405,LOAN00405,CUST0165,AAA,0.0724,0.4287,11688.4,362.78,1.3642,4680.43,365.1,20241123,Sovereign
RISK00406,LOAN00406,CUST0924,BBB,0.3453,0.3898,7218.7,971.62,0.3336,2524.29,965.64,20241227,SME
RISK00407,LOAN00407,CUST0578,AAA,0.045,0.5992,77201.82,2081.67,0.2661,46061.24,2037.6,20240223,SME
RISK00408,LOAN00408,CUST0628,AAA,0.0637,0.3697,80117.5,1886.76,1.189,72828.23,2006.25,20241214,Retail
RISK00409,LOAN00409,CUST0264,A,0.2208,0.3908,200991.9,17343.32,0.9906,116158.32,18024.57,20250129,Corporate
RISK00410,LOAN00410,CUST0861,D,0.95,0.4351,44083.76,18221.8,0.2929,35860.8,17804.8,20250326,Sovereign
RISK00411,LOAN00411,CUST0137,A,0.2451,0.4454,83638.7,9130.63,0.3085,69314.32,9317.68,20240830,Retail
RISK00412,LOAN00412,CUST0884,AAA,0.0956,0.648,92788.81,5748.16,1.2953,21914.06,5311.44,20250411,Sovereign
RISK00413,LOAN00413,CUST0205,AAA,0.0694,0.4544,1721.95,54.3,0.8974,1709.14,51.92,20240918,SME
RISK00414,LOAN00414,CUST0280,AAA,0.0738,0.605,187558.85,8374.32,1.339,58791.42,8985.82,20250508,Retail
RISK00415,LOAN00415,CUST0626,CC,0.7536,0.4326,265696.33,86618.96,0.4855,123089.18,90558.2,20250512,Corporate
RISK00416,LOAN00416,CUST0954,CC,0.725,0.6313,385242.44,176322.58,1.4718,199670.15,179730.06,20240419,SME
RISK00417,LOAN00417,CUST0721,AAA,0.091,0.4639,2712.63,114.51,0.9215,1432.98,122.8,20240214,Retail
RISK00418,LOAN00418,CUST0644,AAA,0.0756,0.3542,290669.68,7783.41,0.5,81890.62,7440.48,20250503,SME
RISK00419,LOAN00419,CUST0389,AAA,0.0894,0.6881,170391.3,10481.82,0.4346,63011.24,10467.26,20240808,SME
RISK00420,LOAN00420,CUST0581,A,0.2583,0.3444,348986.6,31045.33,0.3886,388914.4,29742.95,20241004,Retail
RISK00421,LOAN00421,CUST0984,D,0.95,0.5487,119123.95,62095.15,0.3514,71058.18,64271.7,20240111,Sovereign
RISK00422,LOAN00422,CUST0174,AAA,0.0167,0.5598,44376.71,414.86,0.597,39457.45,377.95,20240702,Sovereign
RISK00423,LOAN00423,CUST0270,AAA,0.0131,0.6913,0.0,0.0,0.7496,0.0,0.0,20250529,Sovereign
RISK00424,LOAN00424,CUST0753,AA,0.1937,0.4501,105411.99,9190.28,0.4247,96842.22,9579.44,20240609,SME
RISK00425,LOAN00425,CUST0525,AAA,0.0913,0.6675,39934.37,2433.71,0.2379,39699.62,2488.86,20241101,Corporate
RISK00426,LOAN00426,CUST0683,AAA,0.0373,0.3616,377343.55,5089.49,0.5526,409455.65,4651.18,20241229,Corporate
RISK00427,LOAN00427,CUST0798,AA,0.1823,0.5505,5590.69,561.06,1.451,7948.14,604.21,20240326,SME
